,index,date,time,tweet,language,parse,Category
536,536,26/02/2022,16:33:08,little ukrainian girl got injured bustard invasion tells president vladimir hurting ukrainian children pull back troops russianinvasion worldwariii worldwariii,en,little ukrainian girl got injured bustard invasion tells president vladimir hurting ukrainian children pull back troops russianinvasion worldwariii worldwariii,_
537,537,26/02/2022,16:32:37,"hamids closer ever even trump sending ""mean tweets""",en,"hamids closer ever even trump sending ""mean tweets""",_
538,538,26/02/2022,16:32:33,riiight im words want natowar azov azovbattalion economicwarfare colonialism,en,riiight im words want natowar azov azovbattalion economicwarfare colonialism,_
539,539,26/02/2022,16:31:20,let make peace agreement unite russians kyev russianinvasion warinukraine,en,let make peace agreement unite russians kyev russianinvasion warinukraine,_
540,540,26/02/2022,16:31:13,go soon impose sanctions una stopthewar,en,go soon impose sanctions una stopthewar,_
541,541,26/02/2022,16:31:08,flags explosion الحرب_الروسية_الاوكرانية,en,flags explosion الحرب_الروسية_الاوكرانية,_
542,542,26/02/2022,16:28:25,one challenging academic times life yet pandemic also threat new european great timing humanity perish long nuclear weapons exist,en,one challenging academic times life yet pandemic also threat new european great timing humanity perish long nuclear weapons exist,_
543,543,26/02/2022,16:28:19,naive feel thinking id never live see,en,naive feel thinking id never live see,_
544,544,26/02/2022,16:27:43,hows day going invasion,en,hows day going invasion,_
545,545,26/02/2022,16:26:59,⚡️ peoples deputy lesya vasilenko writes 3060 minutes kyiv attacked hit everything main market bessarabka target parliamentary chat rooms explodeworldwar3,en,⚡️ peoples deputy lesya vasilenko writes 3060 minutes kyiv attacked hit everything main market bessarabka target parliamentary chat rooms explodeworldwar3,_
546,546,26/02/2022,16:26:38,calm please cause wana see spain france,en,calm please cause wana see spain france,_
547,547,26/02/2022,16:24:59,never realized poignant wailing wall scenes may secretlifeofbees show lessons carry sorrowjoypainpeaceanger…especially everything thats happening sunflowersforukraine covidisnotover,en,never realized poignant wailing wall scenes may secretlifeofbees show lessons carry sorrowjoypainpeaceanger…especially everything thats happening sunflowersforukraine covidisnotover,_
548,548,26/02/2022,16:23:46,previously sanctioned banks removed swift international banking system ukrainewar prepper preppers prepping preppertalk survival shtf,en,previously sanctioned banks removed swift international banking system ukrainewar prepper preppers prepping preppertalk survival shtf,_
549,549,26/02/2022,16:23:04,روسيا_واوكرانيا picture replace one,en,روسيا_واوكرانيا picture replace one,_
550,550,26/02/2022,16:22:10,putins new fancy hat conflictorusiaucrania putinasesino putinisawarcriminal cnn,en,putins new fancy hat conflictorusiaucrania putinasesino putinisawarcriminal cnn,_
551,551,26/02/2022,16:20:18,point view ukarinerussiawar ukrainerussiacrisis kiev russianarmy,en,point view ukarinerussiawar ukrainerussiacrisis kiev russianarmy,_
552,552,26/02/2022,16:20:15,meanwhile stuff got real rolled town everyone shook little bit self reflection needs put front street callofduty,en,meanwhile stuff got real rolled town everyone shook little bit self reflection needs put front street callofduty,_
553,553,26/02/2022,16:19:43,2022 thats scorpio thing literally gonna get cancelled invasion,en,2022 thats scorpio thing literally gonna get cancelled invasion,_
554,554,26/02/2022,16:19:01,⚠️ youre reading please turn geolocation phone using track gatherings tell around anonymous hacker group russiaukraine,en,⚠️ youre reading please turn geolocation phone using track gatherings tell around anonymous hacker group russiaukraine,_
555,555,26/02/2022,16:18:56,davies_exchange cnnbrk mean initiate,en,davies_exchange cnnbrk mean initiate,_
556,556,26/02/2022,16:18:51,could situation putinhitler ww3memes ukrainewar russianarmy,en,could situation putinhitler ww3memes ukrainewar russianarmy,_
557,557,26/02/2022,16:17:54,beginning,en,beginning,_
558,558,26/02/2022,16:17:42,germany unfolding event brings closer armageddon,en,germany unfolding event brings closer armageddon,_
559,559,26/02/2022,16:17:25,next pick 24 mmatwitter draft selecting nigeria 🇳🇬,en,next pick 24 mmatwitter draft selecting nigeria 🇳🇬,_
560,560,26/02/2022,16:16:20,fromtga late sleepwalking,en,fromtga late sleepwalking,_
561,561,26/02/2022,16:16:00,went art exhibition home_mcr earlier saw fitting piece warinukraine,en,went art exhibition home_mcr earlier saw fitting piece warinukraine,_
562,562,26/02/2022,16:15:55,way events progressing eu germanys reversal aid defense weapons unlikely could spread inside eu poland first,en,way events progressing eu germanys reversal aid defense weapons unlikely could spread inside eu poland first,_
563,563,26/02/2022,16:14:25,ukrainian defense ministry announced shot k52 helicopter theoconpod theoryofconspiracy,en,ukrainian defense ministry announced shot k52 helicopter theoconpod theoryofconspiracy,_
564,564,26/02/2022,16:14:24,soldiers capture commander confesses everything camera video watch ukrainian taiwan america china trump biden,en,soldiers capture commander confesses everything camera video watch ukrainian taiwan america china trump biden,_
565,565,26/02/2022,16:14:06,cant royalnavy royalairforce post pootin missile letter box stop democidal maniac,en,cant royalnavy royalairforce post pootin missile letter box stop democidal maniac,_
566,566,26/02/2022,16:14:03,whos crackhead son took 35m mayor moscow whos crackhead son took millions whos crackhead son took millions china 10% big guy goptherussianparty bidenisadisgrace worstpresidentever,en,whos crackhead son took 35m mayor moscow whos crackhead son took millions whos crackhead son took millions china 10% big guy goptherussianparty bidenisadisgrace worstpresidentever,_
567,567,26/02/2022,16:14:02,someone else thinking sameamerica n intentionally provoking start conflictorusiaucrania worldwariii ukrianewar ukriane ussr worldwariii,en,someone else thinking sameamerica n intentionally provoking start conflictorusiaucrania worldwariii ukrianewar ukriane ussr worldwariii,_
568,568,26/02/2022,16:14:02,"breaking germany announces sending shipment 400 antitank missiles 14 armored vehicles 10000 tons fuel ""duty help defend russias shameless attack"" russiaukraine",en,"breaking germany announces sending shipment 400 antitank missiles 14 armored vehicles 10000 tons fuel ""duty help defend russias shameless attack"" russiaukraine",_
569,569,26/02/2022,16:13:40,seeing trending,en,seeing trending,_
570,570,26/02/2022,16:13:18,delusional anonymous putinisawarcriminal russianarmy,en,delusional anonymous putinisawarcriminal russianarmy,_
571,571,26/02/2022,16:13:05,never good tell everyone turn lights country must shut lights wow,en,never good tell everyone turn lights country must shut lights wow,_
572,572,26/02/2022,16:12:34,breaking european allies come agreement cut swift russiaukraine,en,breaking european allies come agreement cut swift russiaukraine,_
573,573,26/02/2022,16:12:12,yeah… america going work germany fight bc bunch protesters wrote letter diane feinstein 🤷‍️ wwjd america notmywar least yet😬🤭😑,en,yeah… america going work germany fight bc bunch protesters wrote letter diane feinstein 🤷‍️ wwjd america notmywar least yet😬🤭😑,_
574,574,26/02/2022,16:12:11,macdonalds kyiv moscow need right macdonalds,en,macdonalds kyiv moscow need right macdonalds,_
575,575,26/02/2022,16:11:57,tank destroyed welcome russiaukraine,en,tank destroyed welcome russiaukraine,_
576,576,26/02/2022,16:11:01,think time call avengers,en,think time call avengers,_
577,577,26/02/2022,16:10:33,biden called today like rt follow williamcoit putinswar putinspuppet putinatwar putinhitler ukrainian stop stopthewar stopwar no_war cold kiev otan kremlin stopputinnow biden bidenflation,en,biden called today like rt follow williamcoit putinswar putinspuppet putinatwar putinhitler ukrainian stop stopthewar stopwar no_war cold kiev otan kremlin stopputinnow biden bidenflation,_
578,578,26/02/2022,16:09:55,congratulations nomadverde selected kazakhstan 🇰🇿 drafted mmatwitter draft ‼️ good luck mountains ⛰️ 💯,en,congratulations nomadverde selected kazakhstan 🇰🇿 drafted mmatwitter draft ‼️ good luck mountains ⛰️ 💯,_
579,579,26/02/2022,16:09:53,humans creatures nature worth money stopputin putinhitler radiation wildlife earth dictators suffer know happens sit back watch,en,humans creatures nature worth money stopputin putinhitler radiation wildlife earth dictators suffer know happens sit back watch,_
580,580,26/02/2022,16:09:52,seanpenn wants,en,seanpenn wants,_
581,581,26/02/2022,16:09:13,ukrainians requesting united states send anti tank missiles due successful destroying tanks russiaukraine,en,ukrainians requesting united states send anti tank missiles due successful destroying tanks russiaukraine,_
582,582,26/02/2022,16:08:26,thinks boris actually put flak jacket go front showing troops properly mean want like churchill,en,thinks boris actually put flak jacket go front showing troops properly mean want like churchill,_
583,583,26/02/2022,16:08:14,wars escalate quickly one day watching tv bowl ice cream next picking gun defending country ww32022,en,wars escalate quickly one day watching tv bowl ice cream next picking gun defending country ww32022,_
584,584,26/02/2022,16:07:57,muslims palestine iraq kashmir etc living many decades fear terror terror humanists around remain silent since blood flowing belong muslims💔,en,muslims palestine iraq kashmir etc living many decades fear terror terror humanists around remain silent since blood flowing belong muslims💔,_
585,585,26/02/2022,16:07:00,situation right ukrain left pakistani students alone without help spread pakistani government could know reality students need help urgently saveukraine pmimrankhan,en,situation right ukrain left pakistani students alone without help spread pakistani government could know reality students need help urgently saveukraine pmimrankhan,_
586,586,26/02/2022,16:06:27,mrkrudd yet china remains australias largest trading partner fact morrison lnp government remains silent lnpcorruptionparty chinataiwan unitednations insiders,en,mrkrudd yet china remains australias largest trading partner fact morrison lnp government remains silent lnpcorruptionparty chinataiwan unitednations insiders,_
587,587,26/02/2022,16:05:44,theres reporters soldiers front line might informationwar bidenswar cnn fakenews,en,theres reporters soldiers front line might informationwar bidenswar cnn fakenews,_
588,588,26/02/2022,16:04:59,israel ambassadorlion doesnt iron dome usa approved israel blocked help refuse condemn hitler killed millions jews israel helping thousands deaths hands aid israel allies,en,israel ambassadorlion doesnt iron dome usa approved israel blocked help refuse condemn hitler killed millions jews israel helping thousands deaths hands aid israel allies,_
589,589,26/02/2022,16:04:58,stop need worldleaders reimagine governance china india allowed support putinhitler putinisawarcriminal putinwarcriminal europe,en,stop need worldleaders reimagine governance china india allowed support putinhitler putinisawarcriminal putinwarcriminal europe,_
590,590,26/02/2022,16:04:57,great one spark away,en,great one spark away,_
591,591,26/02/2022,16:03:54,dont want ukrania russianarmy cold ukraineinvasion iraq nuclear,en,dont want ukrania russianarmy cold ukraineinvasion iraq nuclear,_
592,592,26/02/2022,16:03:44,bitcoin go bitcoinnews,en,bitcoin go bitcoinnews,_
593,593,26/02/2022,16:03:32,girls wearing skirt gradual wearing trouser norm boys wearing trouser gradual wearing skirt still normwho notice boys paint nails 😔what turning treasure trending truthmatters,en,girls wearing skirt gradual wearing trouser norm boys wearing trouser gradual wearing skirt still normwho notice boys paint nails 😔what turning treasure trending truthmatters,_
594,594,26/02/2022,16:03:12,weapon ammo sent eventually fall russianarmy hands bcoz cannot fight long without allies instead giving lollipop eu take concrete steps,en,weapon ammo sent eventually fall russianarmy hands bcoz cannot fight long without allies instead giving lollipop eu take concrete steps,_
595,595,26/02/2022,16:02:39,thats embarrassing trained boris biden actor dont even know insert magazine properly course alec baldwin 🤔 bidenisafailure bidenworstpresidentever,en,thats embarrassing trained boris biden actor dont even know insert magazine properly course alec baldwin 🤔 bidenisafailure bidenworstpresidentever,_
596,596,26/02/2022,16:02:28,fadimple22 thats ugly truth convince people feel sorry also feel sorry gaza cause humanity race religion nationality,en,fadimple22 thats ugly truth convince people feel sorry also feel sorry gaza cause humanity race religion nationality,_
597,597,26/02/2022,16:01:50,dont want cold wojna ukraineinvasion ukraineinvasion nuclear russians,en,dont want cold wojna ukraineinvasion ukraineinvasion nuclear russians,_
598,598,26/02/2022,16:00:49,putins ukraineinvasion kyiv russianarmy standwithukriane,en,putins ukraineinvasion kyiv russianarmy standwithukriane,_
599,599,26/02/2022,16:00:18,"kikishelle13 twitter 2 events go handinhand direct ""infusion"" raw energy sign igniting trumppowered cult rumblings civilwar2 country negative pole aggression + power present trump",en,"kikishelle13 twitter 2 events go handinhand direct ""infusion"" raw energy sign igniting trumppowered cult rumblings civilwar2 country negative pole aggression + power present trump",_
600,600,26/02/2022,15:59:03,heavy fighting kharkiv breaking kiev kyiv kyiv kiev usa,en,heavy fighting kharkiv breaking kiev kyiv kyiv kiev usa,_
601,601,26/02/2022,15:58:57,chechens instrumental conquering kiev soon happen best fighters russians going see desperation fear among leaders next,en,chechens instrumental conquering kiev soon happen best fighters russians going see desperation fear among leaders next,_
602,602,26/02/2022,15:58:30,appeasement worked really nah wwii chamberlain detente anschluss lebensraum appeasement potus 🙄,en,appeasement worked really nah wwii chamberlain detente anschluss lebensraum appeasement potus 🙄,_
603,603,26/02/2022,15:58:11,need ammunition ride ukraines president declines urging evacuate via 13wmaznews joebiden open pipeline shutdown putins cannot continue pay oil funding,en,need ammunition ride ukraines president declines urging evacuate via 13wmaznews joebiden open pipeline shutdown putins cannot continue pay oil funding,_
604,604,26/02/2022,15:58:08,time cannot allow mad man use weapons holding back potus send troops strike russians international support needed later innocent lives lost wait,en,time cannot allow mad man use weapons holding back potus send troops strike russians international support needed later innocent lives lost wait,_
605,605,26/02/2022,15:57:38,privileged live england still scared living didnt think would ever happen day age damn frightening,en,privileged live england still scared living didnt think would ever happen day age damn frightening,_
606,606,26/02/2022,15:57:32,yer_conscience madly love,en,yer_conscience madly love,_
607,607,26/02/2022,15:56:44,like,en,like,_
608,608,26/02/2022,15:56:22,sweet jesus awesome flying hope really ghostofkyiv istandwithukraine,en,sweet jesus awesome flying hope really ghostofkyiv istandwithukraine,_
609,609,26/02/2022,15:56:14,nevertrumpers always found supporting neolib atlanticist effort whether colorrevolutions covert authoritariancreep ops fi anne applebaum weighs helpful hints western neoliberal 'managed demockracy' bank warriors neocons 1 warmongers,en,nevertrumpers always found supporting neolib atlanticist effort whether colorrevolutions covert authoritariancreep ops fi anne applebaum weighs helpful hints western neoliberal 'managed demockracy' bank warriors neocons 1 warmongers,_
610,610,26/02/2022,15:55:56,soldiers capture commander confesses everything camera video ukrainian taiwan america china trump,en,soldiers capture commander confesses everything camera video ukrainian taiwan america china trump,_
611,611,26/02/2022,15:55:19,fadelmoghrabi terrorist israel standing shame israel ukraineinvasion ukraineconflict,en,fadelmoghrabi terrorist israel standing shame israel ukraineinvasion ukraineconflict,_
612,612,26/02/2022,15:55:00,really ridiculous daily wars europe issued single slogan denouncing rejection political interests stand slogans worldwar,en,really ridiculous daily wars europe issued single slogan denouncing rejection political interests stand slogans worldwar,_
613,613,26/02/2022,15:54:59,happening heartbreaking living fear real 😢 peacenotwar,en,happening heartbreaking living fear real 😢 peacenotwar,_
614,614,26/02/2022,15:54:44,girlfriend doesnt know whats going 🤦‍️ ill beak kai,en,girlfriend doesnt know whats going 🤦‍️ ill beak kai,_
615,615,26/02/2022,15:53:38,getting yet somethings going warinukraine covid_19,en,getting yet somethings going warinukraine covid_19,_
616,616,26/02/2022,15:53:21,know job report sending news reporters countries literally madness news,en,know job report sending news reporters countries literally madness news,_
617,617,26/02/2022,15:53:21,probably see videos like tomorrow destroyed troops russiainvadedukraine ukraineinvasion kyiv kyev kiew bayraktartb2,en,probably see videos like tomorrow destroyed troops russiainvadedukraine ukraineinvasion kyiv kyev kiew bayraktartb2,_
618,618,26/02/2022,15:52:37,i̇s anyone need place stay ı home 2+1 guest days please contact ukrainian ukrayna,en,i̇s anyone need place stay ı home 2+1 guest days please contact ukrainian ukrayna,_
619,619,26/02/2022,15:52:15,greece going pulled,en,greece going pulled,_
620,620,26/02/2022,15:50:06,might last time see alive 🥺🥺,en,might last time see alive 🥺🥺,_
621,621,26/02/2022,15:49:31,pakistani foreign office consulates around incomptents useless staff always failed every single situation result nepotism corruption pakistan,en,pakistani foreign office consulates around incomptents useless staff always failed every single situation result nepotism corruption pakistan,_
622,622,26/02/2022,15:49:07,maybe time start taking regime change kyiv,en,maybe time start taking regime change kyiv,_
623,623,26/02/2022,15:48:48,stopwar stopputin sake crying people sides enough enough russiainvadedukraine staywithukraine standwithukriane kyiv,en,stopwar stopputin sake crying people sides enough enough russiainvadedukraine staywithukraine standwithukriane kyiv,_
624,624,26/02/2022,15:48:46,think collateral sometime trying justify boss sad knowing pay price😞wwiii,en,think collateral sometime trying justify boss sad knowing pay price😞wwiii,_
625,625,26/02/2022,15:48:26,guys think,en,guys think,_
626,626,26/02/2022,15:47:30,massive explosions vyshgorod north kyiv kiev kiev breaking news,en,massive explosions vyshgorod north kyiv kiev kiev breaking news,_
627,627,26/02/2022,15:47:30,anyone else want get baked watch dr strangelove,en,anyone else want get baked watch dr strangelove,_
628,628,26/02/2022,15:47:27,muslims palestine iraq kashmir etc living many decades fear terror terror humanists around remain silent since blood flowing belong muslims 💔,en,muslims palestine iraq kashmir etc living many decades fear terror terror humanists around remain silent since blood flowing belong muslims 💔,_
629,629,26/02/2022,15:47:01,salehamohsin zivabranstetter tonyfratto stop playing exactly zero ways get swift ban right winning move play card could kill,en,salehamohsin zivabranstetter tonyfratto stop playing exactly zero ways get swift ban right winning move play card could kill,_
630,630,26/02/2022,15:46:29,next mmatwitter draft 23 pick kazakhstan 🇰🇿 choosing,en,next mmatwitter draft 23 pick kazakhstan 🇰🇿 choosing,_
631,631,26/02/2022,15:46:12,accomodation available looking safety ukrainewar,en,accomodation available looking safety ukrainewar,_
632,632,26/02/2022,15:46:10,vp didnt witness destruction despair ukraine❓is idea standing allies⁉️ insensitive indecent ukrainian ppl istandwithukraine stoprussianaggression,en,vp didnt witness destruction despair ukraine❓is idea standing allies⁉️ insensitive indecent ukrainian ppl istandwithukraine stoprussianaggression,_
633,633,26/02/2022,15:45:51,whitehouse potus yall please send avengers something cause damn😭😩😩 natoinukrainenow,en,whitehouse potus yall please send avengers something cause damn😭😩😩 natoinukrainenow,_
634,634,26/02/2022,15:45:40,save money gas getupside check free app gets cash back gas errands click link use promo code ace8345 get extra 222 bonus first time make purchase,en,save money gas getupside check free app gets cash back gas errands click link use promo code ace8345 get extra 222 bonus first time make purchase,_
635,635,26/02/2022,15:45:02,least get sleeve die,en,least get sleeve die,_
636,636,26/02/2022,15:44:35,still trendin' already miss internet wait satellites taken putinswar whatif insanity worldwariii,en,still trendin' already miss internet wait satellites taken putinswar whatif insanity worldwariii,_
637,637,26/02/2022,15:43:23,racist facing yea poutine yall ass said said dont fell bad anymore vladimirpoutine yall ass fuck niggas🗣‼️,en,racist facing yea poutine yall ass said said dont fell bad anymore vladimirpoutine yall ass fuck niggas🗣‼️,_
638,638,26/02/2022,15:42:54,age stream video around using phone pockets cant find streaming video anyone else find odd bidenisafailure,en,age stream video around using phone pockets cant find streaming video anyone else find odd bidenisafailure,_
639,639,26/02/2022,15:42:33,congratulations cov_colby selected represent colombia 🇨🇴 22 pick mmatwitter draft‼️ good luck trenches soldier 💯🎖🪖,en,congratulations cov_colby selected represent colombia 🇨🇴 22 pick mmatwitter draft‼️ good luck trenches soldier 💯🎖🪖,_
640,640,26/02/2022,15:42:28,russianarmy late go home dont fight putinswar russiainvadedukraine moscowmadman ukraineinvasion stopputinstopwar,en,russianarmy late go home dont fight putinswar russiainvadedukraine moscowmadman ukraineinvasion stopputinstopwar,_
641,641,26/02/2022,15:42:10,thank courage showing president proud prayforukraine zelensky,en,thank courage showing president proud prayforukraine zelensky,_
642,642,26/02/2022,15:42:05,kharkiv soldiers response russians army👀 click link updates worldwariii แตงโม,en,kharkiv soldiers response russians army👀 click link updates worldwariii แตงโม,_
643,643,26/02/2022,15:40:32,adammilstein terrorist israel supporting shame israel supporters ukraineconflict,en,adammilstein terrorist israel supporting shame israel supporters ukraineconflict,_
644,644,26/02/2022,15:40:21,time whole western media lying high casualty rate slow advance confident successful also able defeat afterwards,en,time whole western media lying high casualty rate slow advance confident successful also able defeat afterwards,_
645,645,26/02/2022,15:40:16,covid19 started feb 2020 failed act fast right weeks later caught global pandemic cost paid several generations fails act fast right might caught tmr,en,covid19 started feb 2020 failed act fast right weeks later caught global pandemic cost paid several generations fails act fast right might caught tmr,_
646,646,26/02/2022,15:39:48,truth45social everyone bunfight whether trump biden responsible putins grow fcuk whole needs unite common enemy worldwariii trumpcult,en,truth45social everyone bunfight whether trump biden responsible putins grow fcuk whole needs unite common enemy worldwariii trumpcult,_
647,647,26/02/2022,15:39:41,ukrainians proud leader,en,ukrainians proud leader,_
648,648,26/02/2022,15:39:39,next step deaths destruction povery energy grain humans animals chernobyl danger hope everybody really take several steps back think ministries presidents together room good food nowar,en,next step deaths destruction povery energy grain humans animals chernobyl danger hope everybody really take several steps back think ministries presidents together room good food nowar,_
649,649,26/02/2022,15:38:03,worlds stagebelieve nothing question everything warinukraine,en,worlds stagebelieve nothing question everything warinukraine,_
650,650,26/02/2022,15:37:12,nexta_tv israel biggest terrorist terrorists standing ukraina shame israel,en,nexta_tv israel biggest terrorist terrorists standing ukraina shame israel,_
651,651,26/02/2022,15:35:34,heavy artillery hits kharkiv state 👀 click link latest updates แตงโม worldwariii,en,heavy artillery hits kharkiv state 👀 click link latest updates แตงโม worldwariii,_
652,652,26/02/2022,15:35:10,think somebody harassed act like didnt complained anybody shared social media fame money noormuqaddam,en,think somebody harassed act like didnt complained anybody shared social media fame money noormuqaddam,_
653,653,26/02/2022,15:35:00,fells moving vaccine salesman politicians weapon salesmen overnight,en,fells moving vaccine salesman politicians weapon salesmen overnight,_
654,654,26/02/2022,15:35:00,soldiers capture commander confesses everything camera video watch ukrainian taiwan america china trump biden,en,soldiers capture commander confesses everything camera video watch ukrainian taiwan america china trump biden,_
655,655,26/02/2022,15:34:23,hania amir stage grooving song upcoming film parde mein rehne trailer music launch noormuqaddam,en,hania amir stage grooving song upcoming film parde mein rehne trailer music launch noormuqaddam,_
656,656,26/02/2022,15:33:54,finding peace within effective thing times balance calm control rippleeffect everyone around … passiton,en,finding peace within effective thing times balance calm control rippleeffect everyone around … passiton,_
657,657,26/02/2022,15:32:18,really mad guys,en,really mad guys,_
658,658,26/02/2022,15:32:07,invaded thousands young people came streets protest chanted withdraw troops noormuqaddam,en,invaded thousands young people came streets protest chanted withdraw troops noormuqaddam,_
659,659,26/02/2022,15:32:02,syedatuba break silence noormuqaddam,en,syedatuba break silence noormuqaddam,_
660,660,26/02/2022,15:32:01,side humanrights propaganda censorship tyranny treason facism,en,side humanrights propaganda censorship tyranny treason facism,_
661,661,26/02/2022,15:30:00,john deering arkansas democratgazette,en,john deering arkansas democratgazette,_
662,662,26/02/2022,15:29:40,red color shows occupied territories 3rd day warworldwar3 ukrainerussiacrisis,en,red color shows occupied territories 3rd day warworldwar3 ukrainerussiacrisis,_
663,663,26/02/2022,15:29:37,one thinking supplying military assistance groups create gangs europe like cartels mexicothat europe suffer canada cdnpoli cdnpolitics maximebernier convoytoottawa2022,en,one thinking supplying military assistance groups create gangs europe like cartels mexicothat europe suffer canada cdnpoli cdnpolitics maximebernier convoytoottawa2022,_
664,664,26/02/2022,15:29:24,struggles real lahoreqalandars noormuqaddam,en,struggles real lahoreqalandars noormuqaddam,_
665,665,26/02/2022,15:29:20,prepping shtf theapocalypse anewworldorder foods garys crash pad,en,prepping shtf theapocalypse anewworldorder foods garys crash pad,_
666,666,26/02/2022,15:29:01,maybe 3 still didnt start using hashtag sure trending twitter worldwarthree worldwar worldwarlll trending trendingnow stoprussia stopputin stopwar,en,maybe 3 still didnt start using hashtag sure trending twitter worldwarthree worldwar worldwarlll trending trendingnow stoprussia stopputin stopwar,_
667,667,26/02/2022,15:28:40,fucked nbayoungboy,en,fucked nbayoungboy,_
668,668,26/02/2022,15:28:39,"live join critical meeting ""fight covid save lives stop drive iii",en,"live join critical meeting ""fight covid save lives stop drive iii",_
669,669,26/02/2022,15:28:14,syedatuba break silence noormuqaddam,en,syedatuba break silence noormuqaddam,_
670,670,26/02/2022,15:27:23,unitewithisrael israel 9s biggest terrorist terrorists standing ukraina shame israel,en,unitewithisrael israel 9s biggest terrorist terrorists standing ukraina shame israel,_
671,671,26/02/2022,15:27:20,never seems,en,never seems,_
672,672,26/02/2022,15:26:05,⚡with onset night fierce battles began kharkov ukrainerussiacrisis,en,⚡with onset night fierce battles began kharkov ukrainerussiacrisis,_
673,673,26/02/2022,15:25:10,man hes really people soon rest europe probably,en,man hes really people soon rest europe probably,_
674,674,26/02/2022,15:24:53,mood πολεμος ουκρανια ρωσια,en,mood πολεμος ουκρανια ρωσια,_
675,675,26/02/2022,15:24:05,uk government done issued sanctions immediate effect make announcement dangerous mps like chrisbryant decides name drop russianoligarchs cleaver assets sanctions,en,uk government done issued sanctions immediate effect make announcement dangerous mps like chrisbryant decides name drop russianoligarchs cleaver assets sanctions,_
676,676,26/02/2022,15:22:49,breaking potus takes weekend getaway people actually voted guy,en,breaking potus takes weekend getaway people actually voted guy,_
677,677,26/02/2022,15:21:12,ridiculous many news reports talking russians really going destroy life earth insane obsession unhinged leader,en,ridiculous many news reports talking russians really going destroy life earth insane obsession unhinged leader,_
678,678,26/02/2022,15:21:10,colombia 🇨🇴 22 pick mmatwitter draft nominees,en,colombia 🇨🇴 22 pick mmatwitter draft nominees,_
679,679,26/02/2022,15:20:44,fact south africa colonised russians black south africans would land natoinukrainenow,en,fact south africa colonised russians black south africans would land natoinukrainenow,_
680,680,26/02/2022,15:20:42,memes 2022 going 2020too starting feel like joke really dont see going continue escalate,en,memes 2022 going 2020too starting feel like joke really dont see going continue escalate,_
681,681,26/02/2022,15:19:07,400 people protest putins invasion ukraineif russians stand silent say putinisawarcriminal ukraineinvasion,en,400 people protest putins invasion ukraineif russians stand silent say putinisawarcriminal ukraineinvasion,_
682,682,26/02/2022,15:19:01,olafscholz everything could pave way refusing allow acquire means defend thereby incentivising putinhitler go ahead reminds chamberlain 84 years ago worse hes pussing vetoing swiftcutoffrussia,en,olafscholz everything could pave way refusing allow acquire means defend thereby incentivising putinhitler go ahead reminds chamberlain 84 years ago worse hes pussing vetoing swiftcutoffrussia,_
683,683,26/02/2022,15:19:00,11 yo cousin called last night crying asked going validated fear came spiel control uncertainty really hard remember kind people exist idek nowar,en,11 yo cousin called last night crying asked going validated fear came spiel control uncertainty really hard remember kind people exist idek nowar,_
684,684,26/02/2022,15:17:48,support palestine syria lebanon iraq condemn israel congratulations mate highest tier hypocrisy rtagree no_war الحرب_الروسيه_الاوكرانية,en,support palestine syria lebanon iraq condemn israel congratulations mate highest tier hypocrisy rtagree no_war الحرب_الروسيه_الاوكرانية,_
685,685,26/02/2022,15:17:27,got money wars cant feed poor — tupac,en,got money wars cant feed poor — tupac,_
686,686,26/02/2022,15:15:53,abandoned apcs burned ukrainian citizens kyiv kiev,en,abandoned apcs burned ukrainian citizens kyiv kiev,_
687,687,26/02/2022,15:15:48,hshlauraj olafscholz everything could pave way refusing allow acquire means defend thereby incentivising putinhitler go ahead reminds chamberlain 84 years ago worse hes pussing vetoing swiftcutoffrussia,en,hshlauraj olafscholz everything could pave way refusing allow acquire means defend thereby incentivising putinhitler go ahead reminds chamberlain 84 years ago worse hes pussing vetoing swiftcutoffrussia,_
688,688,26/02/2022,15:15:39,shocking news 💫 space chief threats india fall iss india going russiainvadesukraine ukraineinvasion today todaynews,en,shocking news 💫 space chief threats india fall iss india going russiainvadesukraine ukraineinvasion today todaynews,_
689,689,26/02/2022,15:15:08,citizens prepared molotov cocktails odessa kyiv kiev kiev breaking,en,citizens prepared molotov cocktails odessa kyiv kiev kiev breaking,_
690,690,26/02/2022,15:14:36,british definitely sporting give everyone head start,en,british definitely sporting give everyone head start,_
691,691,26/02/2022,15:14:00,abandoned apcs burned ukrainian citizens kyiv kiev,en,abandoned apcs burned ukrainian citizens kyiv kiev,_
692,692,26/02/2022,15:12:41,happening socialism notowar notonato,en,happening socialism notowar notonato,_
693,693,26/02/2022,15:12:15,russians protesting government commendable wish american people courage,en,russians protesting government commendable wish american people courage,_
694,694,26/02/2022,15:12:01,west ghana ghana,en,west ghana ghana,_
695,695,26/02/2022,15:11:27,phdborge support palestine syria lebanon iraq condemn israel congratulations mate highest tier hypocrisy no_war,en,phdborge support palestine syria lebanon iraq condemn israel congratulations mate highest tier hypocrisy no_war,_
696,696,26/02/2022,15:11:26,history repeating allies need send help avoid,en,history repeating allies need send help avoid,_
697,697,26/02/2022,15:10:53,dont like time stop paying energy open keystone pipeline become independent doesnt support climate change narrative neither nukes biden kyiv,en,dont like time stop paying energy open keystone pipeline become independent doesnt support climate change narrative neither nukes biden kyiv,_
698,698,26/02/2022,15:10:41,boys getting drafted cod,en,boys getting drafted cod,_
